Temperature: 17
Humidity: 25
Water amount: 986451
Animals:
1. Name: tiger, Species: Carnivore, Food Chain Level: Tertiary, Energy: 130, Average Lifespan: 87600 hours, Age: 44808 hours, Count: 1
1341. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1342. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1343. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1344. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1345. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1346. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1347. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1348. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1349. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1350. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1351. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1352. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1353. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1354. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1355. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1356. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1357. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1358. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1359. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1360. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1361. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1362. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1363. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1364. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1365. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1366. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1367. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1368. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1369. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1370. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1371. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1372. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1373. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1374. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1375. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1376. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1377. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1378. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1379. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1380. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1381. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1382. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1383. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1384. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1385. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1386. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1387. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1388. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1389. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1390. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1391. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1392. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1393. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1394. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1395. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1396. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1397. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1398. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1399. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1400. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1401. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1402. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1403. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1404. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1405. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1406. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1407. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1408. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1409. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1410. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1411. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1412. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1413. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1414. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1415. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1416. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1417. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1418. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1419. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1420. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1421. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1422. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1423. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1424. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1425. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1426. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1427. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1428. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1429. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1430. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1431. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1432. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1433. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1434. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1435. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1436. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1437. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1438. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1439. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1440. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1441. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1442. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1443. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1444. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1445. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1446. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1447. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1448. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1449. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1450. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1451. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1452. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1453. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1454. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1455. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1456. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1457. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1458. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1459. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1460. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1461. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1462. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1463. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1464. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1465. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1466. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1467. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1468. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1469. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1470. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1471. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1472. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1473. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1474. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1475. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1476. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1477. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1478. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1479. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1480. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1481. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1482. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1483. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1484. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1485. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1486. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1487. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1488. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1489. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1490. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1491. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1492. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1493. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1494. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1495. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1496. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1497. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1498. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1499. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1500. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1501. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1502. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1503. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1504. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1505. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1506. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1507. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1508. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1509. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1510. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1511. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1512. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1513. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1514. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1515. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1516. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1517. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1518. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1519. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1520. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1521. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1522. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1523. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1524. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1525. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1526. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1527. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1528. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1529. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1530. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1531. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1532. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1533. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1534. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1535. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1536. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1537. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1538. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1539. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1540. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1541. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1542. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1543. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1544. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1545. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1546. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1547. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1548. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1549. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1550. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1551. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1552. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1553. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1554. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1555. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1556. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1557. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1558. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1559. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1560. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1561. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1562. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1563. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1564. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1565. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1566. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1567. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1568. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1569. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1570. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1571. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1572. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1573. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1574. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1575. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1576. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1577. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1578. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1579. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1580. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1581. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1582. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1583. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1584. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1585. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1586. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1587. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1588. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1589. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1590. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1591. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1592. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1593. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1594. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1595. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1596. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1597. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1598. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1599. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1600. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1601. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1602. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1603. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1604. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1605. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1606. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
1607. Name: fern, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 15 degrees, Count: 1
